company,career,education,region,reg,deadline,type,title,job,tag
(주)엠티엘컴퍼니,경력 4년↑,"대학(2,3년) 이상",서울 용산구,2022-05-12,2022-06-23,정규직,[mtl] 경영지원팀 대리급(팀원) 모집 공고,"
, 경영지원, 회계, 인사, 비품관리, 4대보험,  외            ",인사·노무·HRD
(주)휴먼웍스,신입 · 경력,학력무관,서울 강남구,2022-05-03,2022-06-16,정규직 · 프리랜서,각 부문 신입 및 경력사원 채용 공고,"
, 웹개발, ASP, HTML, Java, PHP,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,경기 용인시 수지구,2022-05-21,2022-06-19,정규직,중고스마트폰 프로모션 올리바 고객센터 운영팀장 채용 Md5A,"
, 사무직, 문서작성, 사무보조, 사무행정, 사이트관리,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,서울 중구,2022-05-20,2022-06-18,정규직,[신규센터]닥터나우 고객센터 관리 팀장 채용 Mc6H,"
, 사무직, 총무, 문서작성, 사무보조, 사이트관리,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,신입 · 경력,학력무관,서울 영등포구,2022-05-25,2022-06-23,정규직,[본사]CX글로벌영업추진팀 글로벌 BPO사업 영업담당자 채용 MAc2,"
, 자산관리, 실적관리, 채용공고관리, 영업관리, 영업지원,  외            ",인사·노무·HRD
노무법인 부산삼신,경력 1년↑,"대학(2,3년) 이상",부산 부산진구,2022-06-07,2022-06-18,정규직,급여관리 및 4대보험 담당자 채용,"
, 급여(Payroll), 연말정산, 노무사, ER(노무관리), 급여(Payroll),  외            ",인사·노무·HRD
강림중공업(주),신입 · 경력,학력무관,경남전체,2022-04-28,2022-06-17,정규직 · 계약직,"강림중공업, 강림인슈 신입/경력 채용","
, 백엔드/서버개발, 정보보안, SE(시스템엔지니어), 네트워크, 경리,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,서울 중구,2022-05-26,2022-06-13,정규직,[신규오픈] 잡코리아 기업회원 관리부서 관리자 팀장 모집 MXg8,"
, 사무직, 사무보조, 사이트관리, 콘텐츠관리, 정보처리,  외            ",인사·노무·HRD
(유)하이크비전코리아,신입 · 경력,학력무관,경기 성남시,2022-05-31,2022-06-19,정규직,각 부문 채용,"
, 총무, 사무행정, 전산총무, 채용담당자, 인사기획,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력 1년↑,학력무관,서울 용산구,2022-06-03,2022-06-13,정규직,[팀장 채용/영어가능자] 오이쇼(Oysho) 고객센터 팀장 채용 Ma7N,"
, 채용담당자, 잡매니저, 아웃소싱, 파견관리, 쇼핑몰관리,  외            ",인사·노무·HRD
바다중공업(주),경력무관,학력무관,경남 김해시,2022-01-21,채용시,정규직,[사업 확장에 따른 충원] 각 분야 신입/경력 채용,"
, 관리회계, 기업회계, 법인결산, 자금관리, 회계결산,  외            ",인사·노무·HRD
(주)창성,신입 · 경력,대학교(4년) 이상,인천 남동구,2022-05-13,2022-06-12,정규직,2022년 신입 및 경력사원 수시채용 모집,"
, 계산서발행, 관리회계, 급여(Payroll), 기업회계, 법인결산,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력,고졸 이상,서울 금천구,2022-05-14,2022-06-16,정규직,쿠팡 고객센터 QA 모집,"
, 교육행정, 직업훈련, 교육기획, 교육컨설턴트, CS강사,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력,고졸 이상,서울 금천구,2022-05-14,2022-06-16,정규직,쿠팡 고객센터 교육강사 모집,"
, 교육행정, HRD, HRM, 법정의무교육, 인사교육,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력,고졸 이상,부산 중구,2022-05-14,2022-06-16,정규직,쿠팡 부산고객센터 교육강사 모집,"
, 교육행정, HRD, HRM, 법정의무교육, 인사교육,  외            ",인사·노무·HRD
(주)현대큐비클,신입 · 경력,"대학(2,3년) 이상",서울 성동구,2022-06-04,2022-06-16,정규직,현대큐비클과 함께 성장할 인재를 찾습니다.,"
, 문서작성, 사무행정, 서류관리, 자료입력, 자료조사,  외            ",인사·노무·HRD
신양금속공업(주),신입 · 경력,"대학(2,3년) 이상",경기 안산시 단원구,2022-06-07,2022-06-14,정규직,신양금속공업㈜ SY EV solutions 각 부문 신입/경력사원 채용,"
, IR/공시, 더존, 4대보험, 계산서발행, 관리회계,  외            ",인사·노무·HRD
CIEE(Council on International Educatio..,경력무관,학력무관,서울 서대문구,2022-06-07,2022-06-14,계약직 · 인턴직,미국국제교육교류기관 CIEE여름학기 교환학생프로그램 인턴 채용,"
, 해외법인, 교육행정, 사무행정, 인사행정, 해외법인관리,  외            ",인사·노무·HRD
성지건설(주),신입 · 경력,"대학(2,3년) 이상",서울 강남구,2022-06-08,2022-08-06,정규직,성지건설 부문별 신입/경력 채용,"
, 전산회계, 더존, 계산서발행, 관리회계, 급여(Payroll),  외            ",인사·노무·HRD
(주)트라이얼코리아,신입 · 경력,"대학(2,3년) 이상",부산 해운대구,2022-06-08,2022-06-30,정규직,트라이얼코리아 인사부 신입/경력 채용,"
, 더존, 4대보험, 급여(Payroll), 법인결산, 원천세신고,  외            ",인사·노무·HRD
(주)엘오티티에스,경력무관,고졸 이상,경기 안성시,2022-06-08,2022-06-19,정규직 · 계약직,[엘오티베큠자회사/안성 제1공단] 각 부문별 신입/경력 채용,"
, 총무, 사무보조, 사무행정, 시설관리, 자료입력,  외            ",인사·노무·HRD
태형리싸이클링(주),경력무관,학력무관,서울 송파구,2022-06-08,2022-06-17,정규직,태형리싸이클링(주) 각 사업소 신입 및 경력사원 모집,"
, 더존, 4대보험, 관리회계, 기업회계, 내부감사,  외            ",인사·노무·HRD
올릿,신입 · 경력,학력무관,서울 구로구,2022-06-08,2022-06-26,정규직,[미디어커머스 스타트업] 올릿 각 부문별 대규모 채용,"
, 채용담당자, 잡매니저, 급여(Payroll), 면접/인터뷰, 법정의무교육,  외            ",인사·노무·HRD
에이제이대원(주),신입 · 경력,고졸 이상,서울 송파구,2022-06-08,2022-06-12,정규직,2022년 본사 재무관리팀 채용,"
, 더존, 4대보험, 급여(Payroll), 부가세신고, 자금관리,  외            ",인사·노무·HRD
(주)스튜디오에이엠티,신입 · 경력,학력무관,서울 종로구,2022-06-08,2022-06-26,정규직,"[STUDIOAMT/아모멘토] 경영지원 인사,총무 / 브랜드 CS담당자 모집","
, 더존, 법인결산, 부가세신고, 재무제표, 재무회계,  외            ",인사·노무·HRD
(주)심슨교육,신입 · 경력,"대학(2,3년) 이상",서울 광진구,2022-06-08,2022-10-07,정규직 · 전임,2022 심슨어학원 부문별 인재채용,"
, 더존, 법인결산, 부가세신고, 회계결산, 사무직,  외            ",인사·노무·HRD
유빈스(주),신입 · 경력,학력무관,경기 군포시,2022-06-08,2022-06-21,정규직,2022년 상반기 신입 및 경력직원 채용,"
, 기술지원, 백엔드/서버개발, 웹마스터, 유지보수, DBA,  외            ",인사·노무·HRD
(주)디타스,신입 · 경력,학력무관,서울 서초구,2022-06-08,2022-06-21,정규직 · 계약직,2022 디타스 정규직 인재채용,"
, 기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,서울 영등포구,2022-06-01,2022-06-17,정규직,[TCK/여의도] 당사 노무부 노무 업무 담당자 채용 (주5일) Mj6J,"
, 법무사, 사무직, 문서작성, 비품관리, 사무보조,  외            ",인사·노무·HRD
(주)아이템베이,신입 · 경력,"대학(2,3년) 이상",서울 양천구,2022-05-25,2022-06-24,정규직,아이템베이 인사팀(과장급) 채용-경력기준 필히 확인 요망,"
, 사무직, 총무, ER(노무관리), HRD, 실적관리,  외            ",인사·노무·HRD
(주)더블유더블유알씨코리아,3 ~ 5년,학력무관,경기 광명시,2022-06-03,2022-07-02,정규직,2022  인사총무 및 자금관리 경력 채용,"
, 자금관리, 총무, 인사, 연말정산, ERP,  ",인사·노무·HRD
인지어스 유한회사,경력 3년↑,"대학(2,3년) 이상",서울 강남구,2022-06-03,2022-06-30,정규직,공공전직프로젝트(경기일자리센터) 관리 및 기획 담당자 모집,"
, 직업상담사, 영업관리, 영업직,  ",인사·노무·HRD
