company,career,education,region,reg,deadline,type,title,job,tag
(주)포파코,신입 · 경력,대학교(4년) 이상,대구 달서구,2022-06-08,2022-06-14,정규직,[폴리파크] 경리회계 사무직 신입/경력 사원 모집,"
, 경리, 경리사무원, 회계사, 무역경리, 유통영업,  외            ",구매·자재·물류
(주)아주세라믹스,경력무관,학력무관,경기 하남시,2022-06-08,2022-06-17,정규직,[하남] 타일 창고 현장 직원 정규직 모집 공고,"
, 지게차, 물류관리, 자재관리, 재고관리, 창고관리,  외            ",구매·자재·물류
(주)포파코,신입 · 경력,고졸 이상,대구전체,2022-06-08,2022-06-14,정규직,[폴리파크] 구매팀 정규직 모집,"
, 물류관리, 구매기획, 물류기획, 구매,  ",구매·자재·물류
㈜더스크랙,신입 · 경력,학력무관,서울 강서구,2022-06-08,2022-06-21,정규직,성장하는 기업에서 CS 담당자분을 모십니다.,"
, 구매관리, 물류관리, 자재관리, 재고관리, 창고관리,  외            ",구매·자재·물류
(주)윤씨네,신입 · 경력,고졸 이상,경기 화성시,2022-06-08,2022-06-21,정규직,"생산부,자재,설치,사무보조,발주,영업 담당 채용","
, 사무보조, 배송기사, 1톤, 영업관리, 영업지원,  외            ",구매·자재·물류
(주)삼덕티엘에스,신입 · 경력,"대학(2,3년) 이상",충남 아산시,2022-06-08,2022-06-14,정규직,(주)삼덕티엘에스 아산거점 행정지원 직무 채용,"
, 비서, 사무직, 사무보조, 사무행정, 경영지원,  외            ",구매·자재·물류
(주)포파코,신입 · 경력,대학교(4년) 이상,대구 달서구,2022-06-08,2022-06-14,정규직,폴리파크 물류센터 경리/출납/사무 정규직 모집,"
, 경리, 경리사무원, 회계사, 무역경리, 유통영업,  외            ",구매·자재·물류
아지노모도농심푸즈(주),신입 · 경력,학력무관,경기 평택시,2022-06-08,2022-06-17,정규직,[외국계 기업] 생산 부문 신입/경력사원 채용,"
, 문서작성, 사무보조, Excel, OA, 기계조작원,  외            ",구매·자재·물류
(주)가나티엠,신입 · 경력,고졸 이상,경기 평택시,2022-06-08,채용시,정규직,안정적인 생산직 사원 모집(근무환경 쾌적),"
, 단순생산직, 코팅, 패킹(포장), 생산,  ",구매·자재·물류
강림중공업(주),신입 · 경력,학력무관,경남전체,2022-06-06,2022-06-17,정규직 · 계약직,"강림중공업, 강림인슈 신입/경력 채용","
, 백엔드/서버개발, 정보보안, SE(시스템엔지니어), 네트워크, 경리,  외            ",구매·자재·물류
주식회사 예담우,경력무관,학력무관,경기 하남시,2022-06-08,2022-08-07,정규직,"축산물 손질및 패킹, 영업 및 택배출고 인재 모집 (경력무관)","
, 가공식품, 재고관리, 입고/입하, 출고/출하, 패킹(포장),  외            ",구매·자재·물류
태원과학㈜,경력무관,고졸 이상,서울 강남구,2022-06-08,2022-06-30,정규직,2022년도 기술영업 · 물류 신입사원 추가채용,"
, 경리, 더존, 기술영업, 무역경리, 영업관리,  외            ",구매·자재·물류
(주)아이솔,경력 3년↑,"대학(2,3년) 이상",경기 용인시 처인구,2022-05-12,채용시,정규직,자동차 부품 개발/ 개발 PM 경력사원 모집,"
, R&D, 기구부품개발,  ",구매·자재·물류
(주)유니콘,신입 · 경력,"대학(2,3년) 이상",경기 군포시,2022-05-30,2022-07-29,정규직,유니콘과 함께 성장할 젊고 책임감 있는 인재를 모십니다.,"
, 거래처납품, 자재관리, 재고관리, 창고관리, 입고/입하,  외            ",구매·자재·물류
동인중공업 주식회사,경력무관,대학교(4년) 이상,인천 남동구,2022-05-27,채용시,정규직,외자구매 직원 채용 (정규직),"
, 외자구매, 구매,  ",구매·자재·물류
동인중공업 주식회사,2 ~ 6년,"대학(2,3년) 이상",인천 남동구,2022-04-25,채용시,정규직,구매관리 정규직 직원 채용,"
, 구매관리, 구매기획,  ",구매·자재·물류
