main,middle,sub,operations,evaluation,STANDARD,DELUXE,PREMIUM,wishlist,title,name,url
영상·사진·음향,온라인 생중계,-,2,1,1490000,2490000,5000000,9,"온라인 생중계, 기획부터 송출, 결과보고까지 제공해 드립니다.",마인즈스튜디오,https://kmong.com/gig/300535
영상·사진·음향,인터뷰 영상,-,80,4,500000,2200000,3300000,104,"셀레브 출신, 사람을 끌어당기는 인터뷰 영상을 제작해 드립니다.",LEFProduction,https://kmong.com/gig/160068
영상·사진·음향,인트로·로고,-,80,72,49000,가격 없음,가격 없음,110,"원하던 그 느낌, 트렌디한 로고 인트로 ""당일제작"" 해 드립니다.",LEFProduction,https://kmong.com/gig/205994
영상·사진·음향,모델·MC·공연,모델,186,5,55000,165000,330000,144,배우 조서연 귀사 브랜드 제품에 미를 더할 모델이 되어 드립니다.,더이엘엔터테인먼트대표이신화,https://kmong.com/gig/159393
영상·사진·음향,모델·MC·공연,모델,186,1,330000,660000,1100000,25,"배우 유순철이 기업, 브랜드제품 모델이 되어 드립니다.",더이엘엔터테인먼트대표이신화,https://kmong.com/gig/159400
영상·사진·음향,영상촬영·편집,-,22,12,10000000,가격 없음,가격 없음,94,"고퀄리티 맞춤형 기업, 관공서 홍보영상을 제작해 드립니다.",글로라이즈,https://kmong.com/gig/145217
영상·사진·음향,온라인 생중계,-,22,4,1600000,3000000,10000000,29,'4시간 기본' 유튜브 라이브 중계해 드립니다.,글로라이즈,https://kmong.com/gig/267599
영상·사진·음향,유튜브 제작,-,73,18,550000,1650000,3300000,110,"기업, 공공기관 유튜브 영상을 전문으로 제작해 드립니다.",영상쟁이들,https://kmong.com/gig/178905
영상·사진·음향,영상촬영·편집,-,21,21,2200000,4400000,6600000,330,"결을 살린 퀄리티 있는 영상, 기획부터 제작까지 책임져 드립니다.",공일기획,https://kmong.com/gig/112577
영상·사진·음향,인포·모션그래픽,-,140,99,440000,660000,1100000,479,"2D 인포그래픽 애니메이션 영상 제작 ""맛""을 찾아 드립니다.",검은사탕,https://kmong.com/gig/26862
영상·사진·음향,성우,남성 성우,28,17,30000,50000,100000,32,"중저음의 신뢰감있는 목소리 성우, 더빙 빠르게 작업해 드립니다.",황한솔,https://kmong.com/gig/212688
영상·사진·음향,사진촬영,-,8,3,110000,198000,220000,15,감성을 담아 당신의 추억을 남겨 드립니다.,오후네시,https://kmong.com/gig/293756
영상·사진·음향,성우,-,283,201,55000,110000,330000,175,다양한 음색의 남자 성우 녹음해 드립니다.,유니콘프로덕션,https://kmong.com/gig/44407
영상·사진·음향,콘티·스토리보드,-,46,35,10000,15000,30000,33,안녕하세요 원하는 스토리보드를 그려 드립니다.,양파기사,https://kmong.com/gig/180987
영상·사진·음향,음악·사운드,-,87,46,100000,300000,800000,78,음악 및 사운드 디자인 작업해 드립니다.,Studioone,https://kmong.com/gig/104871
영상·사진·음향,사진촬영,-,23,10,100000,가격 없음,가격 없음,286,브랜드를 표현해주는 감각적인 이미지를 만들어 드립니다.,tincestudio,https://kmong.com/gig/183046
영상·사진·음향,사진촬영,-,17,6,264000,396000,528000,61,고퀄리티 인테리어 사진 찍어 드립니다.,포토그래퍼이종훈,https://kmong.com/gig/165465
영상·사진·음향,사진촬영,-,17,1,330000,550000,2200000,53,"패션화보, 모델, 룩북, 쇼핑몰, 프로필 촬영해 드립니다.",포토그래퍼이종훈,https://kmong.com/gig/165784
영상·사진·음향,사진촬영,-,17,6,39000,105000,198000,129,"사진촬영 전문스튜디오에서 제품 연출촬영, 누끼 촬영해 드립니다.",포토그래퍼이종훈,https://kmong.com/gig/166826
영상·사진·음향,성우,여성 성우,54,46,30000,60000,70000,45,"광고회사 성우가 CF, 내레이션, 캐릭터 등 녹음해 드립니다.",별치마,https://kmong.com/gig/248630
영상·사진·음향,영상촬영·편집,-,122,25,2500000,5500000,9000000,181,"매출이 오르는 영상, 기획부터 편집까지 총괄 제작해 드립니다.",Feverz,https://kmong.com/gig/200379
영상·사진·음향,모델·MC·공연,모델,18,13,100000,400000,1000000,56,프리랜서 모델 이명호가 다양한 분야의 모델이 되어 드립니다.,명호,https://kmong.com/gig/276472
영상·사진·음향,3D·VR,-,148,84,330000,660000,880000,101,"제품 시뮬레이션, 3D모델링해 드립니다.",imonapapa,https://kmong.com/gig/146172
영상·사진·음향,음악·사운드,-,330,266,30000,150000,200000,339,"작곡,편곡,작사,믹싱 등 음악 관련된 모든 작업해 드립니다.",POPPIN,https://kmong.com/gig/69450
영상·사진·음향,음악·사운드,-,37,34,150000,500000,600000,38,"현직 프로 사운드 엔지니어가 튠, 믹싱, 마스터링해 드립니다.",글루블루레코즈,https://kmong.com/gig/309297
영상·사진·음향,인트로·로고,-,211,24,100000,가격 없음,가격 없음,40,행사 인트로 영상을 제작해 드립니다.,엔그래,https://kmong.com/gig/100450
영상·사진·음향,인트로·로고,-,211,10,100000,가격 없음,가격 없음,19,유트브 로고 인트로 영상 제작해 드립니다.,엔그래,https://kmong.com/gig/178528
영상·사진·음향,음악·사운드,-,41,24,400000,가격 없음,가격 없음,75,"임창정 소주한잔 믹스 엔지니어가 믹싱, 마스터링 해 드립니다.",lVlSTUDIO,https://kmong.com/gig/105473
영상·사진·음향,영상촬영·편집,-,2,2,2200000,5500000,11000000,21,고퀄리티 맞춤형 영상을 제작해 드립니다.,filmiq,https://kmong.com/gig/324959
영상·사진·음향,인포·모션그래픽,-,58,50,300000,500000,1000000,271,"인포그래픽, 모션그래픽, 캐릭터 애니메이션 제작해 드립니다.",IGRAPHICS,https://kmong.com/gig/123152
영상·사진·음향,음악·사운드,-,29,25,550000,가격 없음,가격 없음,59,메이저 방송 영상 음악 ABC뮤직코리아가 제작해 드립니다.,ABCMusicKorea,https://kmong.com/gig/87711
영상·사진·음향,모델·MC·공연,MC,23,22,300000,400000,600000,45,현직 아나운서가 기업행사와 영상촬영을 진행해 드립니다.,향기나는아나운서백일홍,https://kmong.com/gig/255170
영상·사진·음향,성우,남성 성우,194,105,10000,80000,110000,196,빨리 그리고 고퀄로 더빙해 드립니다.,성우유현채,https://kmong.com/gig/124
