main,title,period,duration of work,workplace,type,tag,expert,url
경영전략/신사업,릴로케이션 회사의 사업확대 전략,5/11/2020, 3개월 이내,회사 (서울특별시  강남구),협의,"신사업, 사업확대방안, 기획, o2o, 플랫폼, b2b, b2c","신규사업/BD, 경영전략/관리, 마케팅전략/브랜딩 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1278
법무/대정부,데이터바우처 지원사업 사업계획서 작성 컨설턴트 모집_2차,5/6/2020, 1개월 이내,자택,재택근무,"데이터바우처, 데이타바우처, 정부지원사업, 사업계획서, 사업수행계획서, 소상공인, 경영지도사","시장조사/데이터분석, 정부지원사업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1343
재무/투자,"세계최초 천연버섯비타민D 개발,판매업체의 투자유치",5/4/2020, 1개월 이내,협의/기타,"협의 (필요시 미팅, 광주광역시 동구)","투자유치, 펀드, vc, 클라우드펀딩, 건강보조식품, 비타민",투자/IPO 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1283
경영전략/신사업,중소기업 신제품 추진 검토 ,5/4/2020, 1개월 이내,협의/기타,주 1회 3시간 (조정가능),"신사업검토, 셀프스튜디오/국내외, 신사업, 사업기획, 전략기획",신규사업/BD 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1284
Other,위치기반 컨텐츠 수집기 프로그램 개발,5/4/2020, 1개월 이내,자택,근무지 상관없이 개발기간 안에 프로그램 개발완료,"프로그램, 프로그램개발, 위치기반, GPS",IT 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1302
Other,제품 플레이용 웹 브라우저 개발,5/4/2020, 1개월 이내,자택,근무지와 근무형태 상관없이 프로그램 개발 완료,"프로그램, 프로그램개발, Web, 웹, 웹개발",IT 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1303
경영전략/신사업,건축자재 T형강 수요조사/시장조사/마켓리써치,5/4/2020, 1개월 이내,협의/기타,협의,"t형강, 건축자재, 철골, 수요조사, 시장조사, 마켓리서치","신규사업/BD, 시장조사/데이터분석 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1308
전문가,수산물 유통 및 냉동식품 프랜차이즈 중견사 냉동창고 운영시스템컨설팅,5/4/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","냉동창고, 물류, 창고관리시스템, 수산물유통물류",제안받으신 전문가님 40명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1229
마케팅,중견 외식(F&B)기업 마케팅 팀장(채용),5/1/2020, 6개월 이상,회사 (서울특별시  강남구),주5일 근무(full time),"f&b, 마케팅, 브랜드관리, 외식, 식음료, 신상품기획, 프로모션, 마케팅전략, 브랜드전략",마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1280
전문가,정부지원사업 수행을 위한 이공계열 경력단절여성 채용,5/1/2020, 6개월 이상,회사 (서울특별시  구로구),협의,"이공계, B2B영업, 경력단절여성고용",제안받으신 전문가님 7명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1299
영업/구매/유통,생활식품 중국 원재료 품질관리 자문,5/1/2020, 1개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","딸기수입, 식품수입품질관리, 중국, 품질관리, 중국수입",물류/유통 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1046
경영전략/신사업,한국 웨딩 컨텐츠의 글로벌 플랫폼 사업화 기획,5/1/2020, 3개월 이내,회사 (대전광역시),협의,"웨딩, 플랫폼, 사업기획, 신사업, 컨텐츠, 한류","신규사업/BD, 마케팅전략/브랜딩 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1304
재무/투자,비철금속 자재 무역회사의 재무관리 시스템 구축,5/1/2020, 1개월 이내,회사 (경기도  성남시 분당구),협의,"재무관리, 원가관리, 프로그램개발, 시스템","재무/회계/자금, 원가관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1307
인사/총무,자동차 기계부품 중견사 인력육성체계 구축,5/1/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소, 형태 상이함","ehr, peoplesession, 인력육성방안체계, 인력파이프라인, 인력육성, 임원파이프라인",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1106
마케팅,아동 성장촉진 운동기구 및 건강기능식품의 온라인 마케팅,5/1/2020, 3개월 이내,회사 (서울특별시  동대문구),협의,"신상품, 기획, 온라인마케팅, 미디어믹스, 광고효과, sns, e-commerce, 브랜딩, 론칭마케팅","마케팅전략/브랜딩, 상품기획, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1232
인사/총무,국제 친환경 인증 서비스 회사의 인사평가제도 ,5/1/2020, 3개월 이내,회사 (서울특별시  성동구),Client와 Expert간 협의에 따라 회사 출근 및 재택근무 유연하게 운영,"국제인증, 친환경, 지속가능성, 인스펙션, 인사제도, 평가보상, 생산성",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1245
전문가,중견 건축설계사 민간 부문국내영업 임원급 채용 ,5/1/2020, 6개월 이상,회사 (서울특별시  강남구),"풀타임 상근(주5일, 09:00~18:00)","건축설계, 검축감리, 설계감리영업, 건설사임원",제안받으신 전문가님 39명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1262
법무/대정부,데이터바우처 지원사업 사업계획서 작성,4/29/2020, 1개월 이내,자택,비상근,"데이타바우처, 정부지원사업, 사업계획서, 사업수행계획서, 데이터바우처, 소상공인","정부지원사업, 시장조사/데이터분석 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1316
IT,사이버보안 사고/위협에 대한 체험형 VR/AR 체계 구축,4/27/2020, 1개월 이내,회사 (서울특별시  금천구),주2일 풀타임 또는 협의 가능,"사이버보안, vr, ar, 가상현실, 증강현실, it, 기획","GUI (UI/UX), 빅데이터/AI 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1298
전문가,호텔 연회서비스 수준의 소셜모임공간 고객응대 매뉴얼 정립,4/24/2020, 1개월 이내,회사 (서울특별시  강남구),"주1회 현장미팅, 주2회 전화 혹은 화상채팅","서비스, 고객응대, 고객관리, cs, 재방문율, 호텔경영, 모임공간, 스터디, 극, 컴플레인",제안받으신 전문가님 34명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1187
재무/투자,벤처기업 Pre 또는 시리즈A 투자유치,4/23/2020, 6개월 이내,회사 (서울특별시  영등포구),자문 미팅 시간은 Client와 Expert간 일정 협의하여 유연하게 진행함,"벤처, 투자유치, 시리즈a",투자/IPO 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1156
엔지니어링,스마트팩토리 리빙룸 구축을 위한 설계,4/20/2020, 1주일 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","스마트팩토리, 설계, 스마트팩토리리빙랩, 스마트팩토리설계","생산/제조, 공장신축, 시스템엔지니어 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1287
전문가,역량기반 성장 Vision 수립 프로젝트,4/20/2020, 3개월 이내,협의/기타,협의가능,"컨설팅, 경영전략, 스타트업",제안받으신 전문가님 2명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1201
재무/투자,중견 수산물 유통사 재무관리시스템 점검 및 업그레이드컨설팅,4/20/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","수산물유통, 재무관리향상, 회계시스템, 재무제표",재무/회계/자금 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1228
경영전략/신사업,수입 냉동 식품(빵류) 신사업 검토 ,4/20/2020, 1개월 이내,회사 (서울특별시  강남구),협의,"냉동식품, 빵류, 해외, 국내시장, 신사업, 상품기획, 유통전략, b2b, b2c","신규사업/BD, 마케팅전략/브랜딩, 상품기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1233
영업/구매/유통,캐스터(Caster) 국내1위기업 해외영업 전문가,4/20/2020, 6개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","캐스터, 해외영업, 대차용캐스터, 전동카트, B2B영업",해외영업/무역 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1234
전문가,Caster국내 1위기업 판매처 확대,4/20/2020, 6개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","lg, 캐스터, 전자제조, 밧데리, lg디스플레이, lg화학",제안받으신 전문가님 72명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1235
재무/투자,디지털자산운용 펀드 영문 IR자료,4/20/2020, 1개월 이내,협의/기타,협의가능,"금융, 펀드, 암호화폐, ir, 영업프레젠테이션, 자산운용, 전략","투자/IPO, 경영전략/관리, 재무/회계/자금 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1259
인사/총무,IT기반 바이오기업의 인사제도 정립,4/16/2020, 3개월 이내,회사 (서울특별시  강남구),협의,"신생기업, 중소기업, 직원복지, 탄력근무, 채용, 평가, 보상, 성과관리, 연봉",인사/총무 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1185
재무/투자,금융신상품의 투자유치,4/14/2020, 3개월 이내,협의/기타,정기적인 회의와 실 사업의 자금유치의 상담,"투자유치, 자금조달, 정책금융조달, 해외투자유치, 사업계획, ir, cfo, 금융상품, 채권, 금융주선","재무/회계/자금, 신규사업/BD, 온라인마케팅, 마케팅전략/브랜딩, 투자/IPO 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1136
경영전략/신사업,EHD 스프레이 코팅 장비 관련 국책과제 수주및 진행 컨설팅,4/14/2020, 6개월 이상,협의/기타,협의,"신사업, 국책과제, 스프레이, ehd, 테크브릿지, 사업계획서, techbridge","신규사업/BD, 연구개발/설계, 정부지원사업, 기술/특허 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1276
전문가,중견 수산물 B2B유통사 B2C 온라인 마케팅 확대 컨설팅,4/13/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","수산물, 수산물유통, 온라인마케팅, B2C마케팅",제안받으신 전문가님 38명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1230
인사/총무,얼굴인식 보안로봇기업의 인사체계 컨설팅,4/13/2020, 3개월 이내,협의/기타,협의,"인사, 인사기획, 인사평가, 성과관리, hr, hrm, hrd, 채용, 인사전략",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1238
재무/투자,회계시스템(ERP) 개발 검증 자문,4/13/2020, 1개월 이내,협의/기타,협의후 결정,"회계자문, 회계, it시스템, it, erp, 회계모듈, 컨설팅",재무/회계/자금 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1257
경영전략/신사업,해상/수상의 부력체와 관련한 구조체 개발관련 프로젝트 총괄 매니저(PM),4/10/2020, 3개월 이내,협의/기타,면담을 통한 근무형태 결정을 하고자 합니다. 현재 업무는 파주시 문산에 있는 본사 진행,"해상/수상, 부력체, 구조물, 공법설계, 설치, 프로젝트매니저, 해상, 수상","신규사업/BD, 엔지니어링 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1249
마케팅,마케팅 회사 기반으로 시작한 온라인판매사업 앞으로의 나아갈 방향 컨설팅,4/8/2020, 1개월 이내,회사 (경기도  동두천시),"주 1일, 총 3일","마케팅전략, 전략기획, 컨설팅, 상품기획, 판매촉진, md, 수익분석, 역량강화교육, 종합몰","B2C영업, 상품기획, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1149
전문가,"인터뷰 요청 - ""위기상황(IMF나 금융위기)을 나는 이렇게 돌파해 왔다""",4/8/2020, 1주일 이내,협의/기타,1시간정도 인터뷰 진행,"인터뷰, imf, 금융위기, 경제위기극복",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1256
Other,"인터뷰 요청 - ""위기상황(IMF나 금융위기)을 나는 이렇게 돌파해 왔다""",4/7/2020, 1주일 이내,협의/기타,1시간 정도 인터뷰 진행,"인터뷰, imf, 금융위기, 경제위기극복",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1244
전문가,부동산 건축 및 MD 컨설팅,4/6/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소, 형태 상이하게 진행. (여수방문은 양자간 협의하여 진행)","부동산개발, 부동산md, 부동산컨텐츠, 건축md",제안받으신 전문가님 30명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1142
전문가,해양 플랜트 분야 튜브매출 증대,4/6/2020, 3개월 이내,협의/기타,월 2회 자문(2시간/회),"등록, 마케팅, 컨설팅, 영업, 해외영업, 사업기획, 전략",제안받으신 전문가님 30명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1146
전문가,우주항공 및 방위산업 부품 공급사업,4/6/2020, 3개월 이내,협의/기타,월 2회 자문(2시간/회),"마케팅, 컨설팅, 사업기획, 기획, 해외영업, 전략기획, 마케팅전략",제안받으신 전문가님 21명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1147
전문가,특수 강관제작사 B2B 온라인 홍보 전략기획 자문,4/6/2020, 3개월 이내,협의/기타,월 2회 자문(2시간/회),"b2b온라인, b2b온라인마케팅, 광고홍보, SNS마케팅, b2b광고",제안받으신 전문가님 47명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1162
IT,P2P금융기업의 Fintech 정보전략기획 전문가,4/6/2020, 3개월 이내,협의/기타,협의,"it컨설팅, 정보전략기획, isp, 정보시스템, fintech, p2p, Web, app, 서비스기획, si","PM, 서비스기획, 서버개발/앱개발 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=1207
전문가,컨설팅 프로젝트 관리 프로그램 개발,4/6/2020, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","컨설팅프로젝트관리, 프로젝트관리프로그램, 엑셀관리, 간트차트",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1214
전문가,중국 식품사업 런칭 자문,4/6/2020, 3개월 이내,협의/기타,자문내용에 따라 근무장소/형태 상이,"중국식품사업, 중국유통, 식품유통, 식품사업온라인",제안받으신 전문가님 2명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=1216
