expert,skills
DONGHA46**,엔지니어링
DONGHA46**,원가관리
DONGHA46**,기술/특허
csshi**,상품기획
csshi**,온라인마케팅
csshi**,시장조사/데이터분석
csshi**,홍보/PR
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
gachi20**,Other
dkkim23**,마케팅
dkkim23**,B2B영업
dkkim23**,시스템엔지니어
dkkim23**,생산/제조
dkkim23**,경영전략/관리
YCSHIN**,B2B영업
YCSHIN**,해외영업/무역
42expe**,마케팅전략/브랜딩
42expe**,온라인마케팅
42expe**,시장조사/데이터분석
42expe**,홍보/PR
artlea**,해외영업/무역
artlea**,Other
artlea**,물류/유통
gangnamsoftt20**,투자/IPO
kahn1**,신규사업/BD
kahn1**,경영혁신/PI
kahn1**,마케팅전략/브랜딩
kahn1**,온라인마케팅
kahn1**,홍보/PR
kys03**,신규사업/BD
kys03**,마케팅전략/브랜딩
mindsm**,해외영업/무역
paulkim**,연구개발/설계
paulkim**,경영혁신/PI
paulkim**,서비스기획
paulkim**,PM
paulkim**,생산/제조
hhk11**,연구개발/설계
hhk11**,품질/안전
hhk11**,기술/특허
hhk11**,경영전략/관리
lyj54**,인사
lyj54**,교육
lyj54**,총무
lyj54**,경영전략/관리
lyj54**,경영혁신/PI
sang**,해외영업/무역
sang**,B2B영업
sang**,제품/공간디자인
sang**,Other
daefri**,IT
daefri**,마케팅
eunzin**,경영전략/신사업
eunzin**,영업/구매/유통
eunzin**,마케팅전략/브랜딩
eunzin**,온라인마케팅
eunzin**,홍보/PR
kim382**,디자인/패션
theodore19**,M&A/PMI
theodore19**,신규사업/BD
theodore19**,경영전략/관리
theodore19**,투자/IPO
theodore19**,인사/총무
jaelon**,신규사업/BD
jaelon**,경영전략/관리
jaelon**,B2B영업
jaelon**,해외영업/무역
jaelon**,구매
DONGHA46**,연구개발/설계
DONGHA46**,품질/안전
DONGHA46**,엔지니어링
DONGHA46**,원가관리
DONGHA46**,기술/특허
csshi**,상품기획
csshi**,온라인마케팅
csshi**,시장조사/데이터분석
csshi**,홍보/PR
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
gachi20**,Other
dkkim23**,마케팅
dkkim23**,B2B영업
dkkim23**,시스템엔지니어
dkkim23**,생산/제조
dkkim23**,경영전략/관리
YCSHIN**,B2B영업
YCSHIN**,해외영업/무역
42expe**,마케팅전략/브랜딩
42expe**,온라인마케팅
42expe**,시장조사/데이터분석
42expe**,홍보/PR
hhk11**,연구개발/설계
hhk11**,품질/안전
hhk11**,기술/특허
hhk11**,경영전략/관리
lyj54**,인사
lyj54**,교육
lyj54**,총무
lyj54**,경영전략/관리
lyj54**,경영혁신/PI
sang**,해외영업/무역
sang**,B2B영업
sang**,제품/공간디자인
sang**,Other
daefri**,IT
daefri**,마케팅
eunzin**,경영전략/신사업
eunzin**,영업/구매/유통
eunzin**,마케팅전략/브랜딩
eunzin**,온라인마케팅
eunzin**,홍보/PR
kim382**,디자인/패션
theodore19**,M&A/PMI
theodore19**,신규사업/BD
theodore19**,경영전략/관리
theodore19**,투자/IPO
theodore19**,인사/총무
jaelon**,신규사업/BD
jaelon**,경영전략/관리
jaelon**,B2B영업
jaelon**,해외영업/무역
jaelon**,구매
DONGHA46**,연구개발/설계
DONGHA46**,품질/안전
DONGHA46**,엔지니어링
DONGHA46**,원가관리
DONGHA46**,기술/특허
csshi**,상품기획
csshi**,온라인마케팅
csshi**,시장조사/데이터분석
csshi**,홍보/PR
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
gachi20**,Other
dkkim23**,마케팅
dkkim23**,B2B영업
dkkim23**,시스템엔지니어
dkkim23**,생산/제조
dkkim23**,경영전략/관리
YCSHIN**,B2B영업
YCSHIN**,해외영업/무역
42expe**,마케팅전략/브랜딩
42expe**,온라인마케팅
42expe**,시장조사/데이터분석
42expe**,홍보/PR
sang**,해외영업/무역
sang**,B2B영업
sang**,제품/공간디자인
sang**,Other
daefri**,IT
daefri**,마케팅
eunzin**,경영전략/신사업
eunzin**,영업/구매/유통
eunzin**,마케팅전략/브랜딩
eunzin**,온라인마케팅
eunzin**,홍보/PR
kim382**,디자인/패션
theodore19**,M&A/PMI
theodore19**,신규사업/BD
theodore19**,경영전략/관리
theodore19**,투자/IPO
theodore19**,인사/총무
jaelon**,신규사업/BD
jaelon**,경영전략/관리
jaelon**,B2B영업
jaelon**,해외영업/무역
jaelon**,구매
DONGHA46**,연구개발/설계
DONGHA46**,품질/안전
DONGHA46**,엔지니어링
DONGHA46**,원가관리
DONGHA46**,기술/특허
csshi**,상품기획
csshi**,온라인마케팅
csshi**,시장조사/데이터분석
csshi**,홍보/PR
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
gachi20**,Other
dkkim23**,마케팅
dkkim23**,B2B영업
dkkim23**,시스템엔지니어
dkkim23**,생산/제조
dkkim23**,경영전략/관리
YCSHIN**,B2B영업
YCSHIN**,해외영업/무역
42expe**,마케팅전략/브랜딩
42expe**,온라인마케팅
42expe**,시장조사/데이터분석
42expe**,홍보/PR
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
hdk**,연구개발/설계
hdk**,생산/제조
hdk**,품질/안전
gachi20**,Other
dkkim23**,마케팅
dkkim23**,B2B영업
dkkim23**,시스템엔지니어
dkkim23**,생산/제조
dkkim23**,경영전략/관리
YCSHIN**,B2B영업
YCSHIN**,해외영업/무역
42expe**,마케팅전략/브랜딩
42expe**,온라인마케팅
42expe**,시장조사/데이터분석
42expe**,홍보/PR
Koreayoh**,해외영업/무역
Koreayoh**,경영전략/관리
np4659**,B2C영업
moonyeon**,생산/제조
moonyeon**,경영전략/관리
moonyeon**,연구개발/설계
moonyeon**,구매
moonyeon**,물류/유통
hjandrew**,마케팅전략/브랜딩
hjandrew**,상품기획
hjandrew**,해외영업/무역
trig**,Other
mangg**,생산/제조
mangg**,품질/안전
mangg**,공장신축
msp34**,마케팅전략/브랜딩
msp34**,온라인마케팅
msp34**,홍보/PR
msp34**,신규사업/BD
msp34**,광고/영상디자인
nogaib**,품질/안전
nogaib**,공장신축
nogaib**,총무
nogaib**,생산/제조
nogaib**,기술/특허
city89**,경영전략/관리
city89**,시장조사/데이터분석
city89**,상품기획
city89**,신규사업/BD
city89**,투자/IPO
kmlee72**,B2B영업
kmlee72**,마케팅전략/브랜딩
kmlee72**,B2C영업
jaelya**,PM
jaelya**,서비스기획
jaelya**,빅데이터/AI
jaelya**,마케팅전략/브랜딩
jaelya**,신규사업/BD
cert20**,인사
cert20**,교육
cert20**,경영전략/관리
cert20**,PM
cert20**,시장조사/데이터분석
sea17**,신규사업/BD
sea17**,경영전략/관리
sea17**,B2C영업
sea17**,B2B영업
sea17**,물류/유통
ursa72**,PM
ursa72**,경영전략/관리
ursa72**,서비스기획
ursa72**,총무
ursa72**,시스템엔지니어
moonhe**,경영혁신/PI
moonhe**,경영전략/관리
moonhe**,생산/제조
moonhe**,교육
moonhe**,품질/안전
smkweo**,PM
smkweo**,서비스기획
smkweo**,빅데이터/AI
smkweo**,신규사업/BD
sulminam**,해외영업/무역
brianjin54**,해외영업/무역
jhseo01**,서비스기획
jhseo01**,경영전략/관리
jhseo01**,경영혁신/PI
jhseo01**,빅데이터/AI
jhseo01**,신규사업/BD
youj**,경영전략/관리
youj**,B2B영업
youj**,해외영업/무역
youj**,기술/특허
youj**,생산/제조
WinstonYa**,신규사업/BD
WinstonYa**,경영전략/관리
WinstonYa**,연구개발/설계
WinstonYa**,B2B영업
WinstonYa**,해외영업/무역
juns**,온라인마케팅
juns**,마케팅전략/브랜딩
juns**,신규사업/BD
juns**,투자/IPO
juns**,B2B영업
erlik**,마케팅전략/브랜딩
erlik**,홍보/PR
erlik**,제안서/편집디자인
erlik**,광고/영상디자인
neopro**,구매
neopro**,마케팅전략/브랜딩
neopro**,물류/유통
neopro**,상품기획
kchstu**,엔지니어링
kchstu**,경영전략/신사업
kchstu**,Other
kchstu**,구매
kchstu**,물류/유통
kims**,인사/총무
kims**,경영전략/신사업
kangsh41**,영업/구매/유통
kangsh41**,경영전략/신사업
kangsh41**,엔지니어링
RURUPA**,신규사업/BD
RURUPA**,PM
jsungs**,연구개발/설계
jsungs**,생산/제조
jsungs**,신규사업/BD
jsungs**,시장조사/데이터분석
jsungs**,원가관리
nextti**,경영전략/신사업
nextti**,영업/구매/유통
wonn**,경영전략/신사업
wonn**,마케팅
wonn**,IT
theson**,경영전략/신사업
theson**,B2C영업
theson**,온라인마케팅
huntb**,경영전략/신사업
huntb**,IT
huntb**,법무/대정부
vandicrm**,IT
vandicrm**,마케팅
vandicrm**,영업/구매/유통
vandicrm**,경영전략/신사업
vandicrm**,연구개발/설계
hlep**,경영전략/신사업
hlep**,재무/투자
hlep**,인사/총무
hsunbum16**,인사/총무
hsunbum16**,Other
object**,IT
Designthink**,경영전략/신사업
Designthink**,엔지니어링
Designthink**,IT
greeni**,영업/구매/유통
greeni**,경영전략/신사업
oks10**,IT
oks10**,영업/구매/유통
oks10**,경영전략/신사업
Globalexpe**,재무/투자
Globalexpe**,경영전략/관리
Globalexpe**,M&A/PMI
Globalexpe**,정부지원사업
Globalexpe**,신규사업/BD
seungso**,마케팅
seungso**,경영전략/신사업
seungso**,B2C영업
seungso**,B2B영업
lav**,IT
lav**,경영전략/신사업
lav**,마케팅
keunk**,경영전략/신사업
keunk**,마케팅
keunk**,품질/안전
kyungsupn**,재무/회계/자금
kyungsupn**,원가관리
metk**,경영전략/신사업
metk**,영업/구매/유통
metk**,마케팅
Ckath**,영업/구매/유통
Ckath**,마케팅
Ckath**,경영전략/신사업
kimmjoon**,인사/총무
kimmjoon**,경영전략/신사업
kimmjoon**,영업/구매/유통
gurtk**,경영전략/신사업
gurtk**,마케팅
gurtk**,인사/총무
woonaki02**,재무/투자
woonaki02**,인사/총무
woonaki02**,신규사업/BD
woonaki02**,경영전략/관리
savio7**,경영전략/신사업
savio7**,IT
savio7**,법무/대정부
shonel**,경영전략/신사업
shonel**,마케팅
shonel**,영업/구매/유통
kjisoo**,빅데이터/AI
kjisoo**,PM
kjisoo**,신규사업/BD
kjisoo**,서비스기획
kjisoo**,정부지원사업
kqfami**,엔지니어링
kqfami**,법무/대정부
Insight2**,해외영업/무역
Insight2**,투자/IPO
Insight2**,재무/회계/자금
Insight2**,B2B영업
Insight2**,온라인마케팅
kim76**,신규사업/BD
kim76**,경영전략/관리
kim76**,B2B영업
kim76**,생산/제조
kim76**,품질/안전
findr**,경영전략/관리
findr**,마케팅전략/브랜딩
findr**,상품기획
7qua**,경영전략/신사업
7qua**,엔지니어링
7qua**,IT
yio**,생산/제조
yio**,품질/안전
yio**,공장신축
yio**,교육
rheeh**,경영전략/신사업
rheeh**,엔지니어링
rheeh**,인사
rheeh**,PM
rheeh**,서비스기획
sunnie93**,마케팅전략/브랜딩
sunnie93**,신규사업/BD
sunnie93**,상품기획
sunnie93**,경영전략/관리
sunnie93**,홍보/PR
jsk111**,연구개발/설계
jsk111**,품질/안전
jsk111**,생산/제조
0623smiles**,상품기획
0623smiles**,교육
0623smiles**,CS
0623smiles**,마케팅전략/브랜딩
jeijei**,경영전략/관리
jeijei**,신규사업/BD
jeijei**,마케팅전략/브랜딩
han66**,신규사업/BD
han66**,경영전략/관리
han66**,B2B영업
han66**,마케팅전략/브랜딩
han66**,상품기획
won21**,마케팅전략/브랜딩
won21**,신규사업/BD
won21**,경영전략/관리
janggoogo**,신규사업/BD
janggoogo**,경영전략/관리
janggoogo**,해외영업/무역
janggoogo**,마케팅전략/브랜딩
janggoogo**,시장조사/데이터분석
myjun121**,홍보/PR
myjun121**,온라인마케팅
myjun121**,광고/영상디자인
myjun121**,제안서/편집디자인
myjun121**,마케팅전략/브랜딩
wogus0**,신규사업/BD
wogus0**,경영전략/관리
wogus0**,경영혁신/PI
wogus0**,M&A/PMI
wogus0**,빅데이터/AI
kr82**,생산/제조
kr82**,공장신축
kr82**,정부지원사업
kr82**,기술/특허
kr82**,세무
ymc7**,인사
ymc7**,노무
ymc7**,교육
ymc7**,총무
ymc7**,PM
henryyo**,B2C영업
henryyo**,신규사업/BD
henryyo**,경영전략/관리
henryyo**,B2B영업
henryyo**,CS
typark**,재무/회계/자금
typark**,원가관리
typark**,투자/IPO
typark**,경영전략/관리
typark**,인사
danyji**,해외영업/무역
bongdre**,마케팅전략/브랜딩
bongdre**,경영전략/관리
bongdre**,온라인마케팅
kimcarl**,해외영업/무역
kimcarl**,정부지원사업
kimcarl**,B2B영업
yha20**,경영전략/관리
yha20**,신규사업/BD
yha20**,M&A/PMI
yha20**,해외영업/무역
yha20**,재무/회계/자금
nogari11**,신규사업/BD
nogari11**,해외영업/무역
nogari11**,B2B영업
nogari11**,PM
nogari11**,마케팅전략/브랜딩
puritys**,경영혁신/PI
puritys**,상품기획
puritys**,생산/제조
puritys**,품질/안전
puritys**,연구개발/설계
jebhm**,총무
jin95037**,구매
jin95037**,신규사업/BD
jin95037**,공장신축
jin95037**,연구개발/설계
jin95037**,빅데이터/AI
rex10**,경영전략/관리
rex10**,마케팅전략/브랜딩
rex10**,정부지원사업
rex10**,물류/유통
rex10**,신규사업/BD
choic**,경영혁신/PI
choic**,서비스기획
choic**,물류/유통
choic**,신규사업/BD
choic**,PM
mokjin**,인사
mikeli**,연구개발/설계
grapi**,마케팅전략/브랜딩
grapi**,상품기획
grapi**,온라인마케팅
grapi**,시장조사/데이터분석
grapi**,경영전략/관리
qndn08**,디자인/패션
REDBI**,Other
bombay**,해외영업/무역
bombay**,B2B영업
bombay**,생산/제조
bombay**,시장조사/데이터분석
bombay**,신규사업/BD
double**,신규사업/BD
double**,CS
double**,인사
double**,마케팅전략/브랜딩
double**,정부지원사업
tender**,연구개발/설계
tender**,B2B영업
david**,경영전략/관리
david**,마케팅전략/브랜딩
david**,B2C영업
david**,해외영업/무역
david**,구매
shk02**,신규사업/BD
shk02**,공장신축
shk02**,연구개발/설계
hanna**,IT
hanna**,경영전략/관리
hanna**,신규사업/BD
hanna**,인사
laingl**,재무/회계/자금
laingl**,CS
laingl**,총무
laingl**,인사
laingl**,마케팅전략/브랜딩
kury**,투자/IPO
kury**,M&A/PMI
kury**,경영전략/관리
kury**,신규사업/BD
isaa**,공장신축
sand**,생산/제조
sand**,품질/안전
sand**,PM
yh2002**,물류/유통
yh2002**,B2C영업
yh2002**,인사
oh87**,연구개발/설계
oh87**,생산/제조
oh87**,품질/안전
sangylee19**,재무/회계/자금
sangylee19**,경영전략/관리
hhy24**,생산/제조
hhy24**,연구개발/설계
hhy24**,품질/안전
hhy24**,B2B영업
hhy24**,시스템엔지니어
lycian05**,마케팅전략/브랜딩
lycian05**,온라인마케팅
lycian05**,시장조사/데이터분석
lycian05**,상품기획
lycian05**,신규사업/BD
jj9903**,경영전략/관리
jj9903**,재무/회계/자금
jj9903**,마케팅전략/브랜딩
jj9903**,투자/IPO
jj9903**,신규사업/BD
Pysj60**,해외영업/무역
luvtak**,생산/제조
luvtak**,품질/안전
luvtak**,경영전략/관리
luvtak**,빅데이터/AI
luvtak**,마케팅전략/브랜딩
ivysky10**,투자/IPO
ivysky10**,재무/회계/자금
ivysky10**,M&A/PMI
reddrea**,마케팅전략/브랜딩
reddrea**,서비스기획
reddrea**,온라인마케팅
reddrea**,시장조사/데이터분석
reddrea**,홍보/PR
hahao**,신규사업/BD
hahao**,온라인마케팅
hahao**,기술/특허
hahao**,PM
kyo**,경영전략/관리
kyo**,경영혁신/PI
kyo**,시장조사/데이터분석
kyo**,서비스기획
kyo**,Other
leedi12**,경영혁신/PI
leedi12**,생산/제조
leedi12**,공장신축
leedi12**,Other
chiaky**,PM
chiaky**,서비스기획
chiaky**,서버개발/앱개발
chiaky**,GUI(UI/UX)
chiaky**,정부지원사업
coreafo**,서비스기획
coreafo**,CS
coreafo**,물류/유통
coreafo**,경영혁신/PI
luk**,인사
luk**,홍보/PR
luk**,경영전략/관리
hys88**,신규사업/BD
hys88**,재무/회계/자금
hys88**,시장조사/데이터분석
moon**,IT
moon**,엔지니어링
moon**,Other
john**,엔지니어링
john**,마케팅
john**,경영전략/신사업
themanager**,M&A/PMI
themanager**,신규사업/BD
themanager**,해외영업/무역
themanager**,경영전략/관리
themanager**,인사/총무
saypl**,경영전략/신사업
saypl**,인사/총무
saypl**,Other
gord**,구매
gord**,물류/유통
gord**,생산/제조
gord**,PM
gord**,서비스기획
hjko**,경영전략/신사업
hjko**,영업/구매/유통
hjko**,마케팅
leegyu**,IT
leegyu**,일반법무
leegyu**,품질/안전
leegyu**,교육
limcoa**,인사/총무
limcoa**,경영전략/신사업
ACEJ**,경영전략/신사업
ACEJ**,영업/구매/유통
ACEJ**,마케팅전략/브랜딩
ACEJ**,상품기획
kim112**,생산/제조
kim112**,품질/안전
kim112**,공장신축
kimyh20**,PM
kimyh20**,연구개발/설계
kimyh20**,빅데이터/AI
kimyh20**,서비스기획
kimyh20**,서버개발/앱개발
ideapa**,디자인/패션
ideapa**,경영전략/신사업
ideapa**,마케팅
ysahn10**,경영전략/신사업
ysahn10**,엔지니어링
ysahn10**,마케팅
itaek**,PM
itaek**,서비스기획
chkd**,경영전략/신사업
chkd**,영업/구매/유통
chkd**,마케팅
edward**,영업/구매/유통
edward**,경영전략/신사업
edward**,마케팅
simmonel**,영업/구매/유통
simmonel**,경영전략/신사업
simmonel**,마케팅
taro**,교육
taro**,B2C영업
taro**,경영혁신/PI
andero**,해외영업/무역
andero**,B2B영업
andero**,신규사업/BD
andero**,마케팅전략/브랜딩
andero**,광고/영상디자인
iam2**,정부지원사업
iam2**,서비스기획
iam2**,신규사업/BD
iam2**,경영전략/관리
iam2**,PM
lublinjeong**,마케팅
lublinjeong**,엔지니어링
lublinjeong**,영업/구매/유통
hanwoo**,재무/투자
hanwoo**,법무/대정부
hanwoo**,신규사업/BD
hanwoo**,경영전략/관리
hanwoo**,M&A/PMI
yomyg**,인사/총무
tkyun**,경영전략/신사업
tkyun**,재무/투자
tkyun**,법무/대정부
twinjang**,영업/구매/유통
twinjang**,경영전략/신사업
twinjang**,마케팅전략/브랜딩
oredol**,경영전략/신사업
oredol**,마케팅
oredol**,IT
se61**,재무/투자
kingmuulgo**,영업/구매/유통
kingmuulgo**,신규사업/BD
kingmuulgo**,인사
deanlee**,경영혁신/PI
deanlee**,마케팅전략/브랜딩
deanlee**,빅데이터/AI
deanlee**,교육
deanlee**,경영전략/관리
bwh09**,재무/투자
